Column1,Column2
200924-1312-15,3
200926-131-218,j
2009212-1031-68,\sqrt { y } ^ { y }
200923-1251-172,[ f ]
200922-947-111,b \neq h - i
KME2G3_2_sub_38,\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
formulaire019-equation015,2 0 + 4 9 + 4 + 1 0 9 - 8 3 \neq - 4 2
formulaire031-equation009,x ^ { i } - v ^ { i } t
200923-131-245,9
200923-131-360,n
MfrDB1579,\int \limits _ { 0 } ^ { + \infty } x ^ { n } e ^ { - x } d x = n !
formulaire012-equation061,\sum a _ { n } \cos ( n x ) + b _ { n } \sin ( n x )
formulaire027-equation054,\beta = \frac { v } { c } = \frac { b } { a }
200923-131-13,\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } }
formulaire002-equation037,"4 , 2 , 1"
formulaire030-equation073,x ^ { 5 } - x + 1 = 0
200922-949-86,( - s )
200924-1331-127,- G d
MfrDB1950,\int \limits _ { 0 } ^ { \infty } \frac { \sin ^ { 2 } x } { x ^ { 2 } } d x = \frac { \pi } { 2 }
200922-947-11,\frac { S } { G } \sum P
200923-1253-288,- N
formulaire027-equation002,\lim _ { X \rightarrow + \infty } \frac { 1 - \cos ( X ) } { X } = 0
formulaire026-equation011,n _ { 1 } = - n _ { 2 }
MfrDB3038,\frac { 1 } { n ^ { 2 } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n }
200922-1017-41,a
200924-1331-135,6 \sum _ { V > E } m - \frac { R } { H }
MfrDB0526,4 + 3
2009210-947-212,8 . 6
KME2G3_22_sub_22,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
formulaire039-equation061,2 ^ { 8 } = 2 5 6
formulaire001-equation049,\gamma _ { j k }
formulaire030-equation027,1 ^ { 3 } + 2 ^ { 3 } + 3 ^ { 3 } + \ldots + x ^ { 3 } = y ^ { 2 }
MfrDB2810,| \sin z |
formulaire029-equation048,x ^ { 4 } - 5 x ^ { 2 } + 5
formulaire034-equation045,( 1 1 1 + ( 6 0 \times 1 9 1 ) ) - ( 5 1 \times 1 1 4 ) \leq 5 7 5 7
200924-1312-297,f
200925-1126-143,\sum H
formulaire009-equation009,u _ { 1 8 }
MfrDB2960,3 a ^ { 2 } b ^ { 3 } + 5 a ^ { 3 } b ^ { 2 } - \frac { a ^ { 5 } b ^ { 8 } } { 2 }
2009213-139-173,\int I + n d Y
MfrDB0121,2 + 4 5
formulaire015-equation008,x ^ { 2 } - 2 9 y ^ { 2 } = 1
KME2G3_27_sub_30,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
formulaire029-equation061,\sqrt { b ^ { 2 } - 4 a c }
131_miguel,f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }
formulaire009-equation043,b _ { 0 } = b
200923-1556-126,\sum s - \pi H
formulaire018-equation063,b ^ { 1 } = b
formulaire031-equation028,c ( s )
200922-947-54,\log _ { 2 } ( 2 ^ { 5 } ) = 5
124_leo,\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x }
formulaire010-equation027,"( a _ { 1 } , \ldots , a _ { k } )"
200926-1550-74,e _ { f _ { g _ { h } } }
formulaire008-equation019,\alpha x ( t )
200923-1553-28,x l
formulaire036-equation039,"( r , \theta , \phi )"
2009213-139-187,\frac { o } { \sqrt { c } }
2009213-137-40,\frac { V } { G }
formulaire023-equation057,"6 , 0 7 \times 1 0 ^ { - 5 }"
200922-1017-86,4 4 1
formulaire017-equation027,\frac { d } { d t } e ^ { X ( t ) } = \int _ { 0 } ^ { 1 } e ^ { ( 1 - \alpha ) X ( t ) } \frac { d X ( t ) } { d t } e ^ { \alpha X ( t ) } d \alpha
formulaire007-equation057,c _ { i } = y ^ { 2 } z ^ { m _ { i } }
108_carlos,a ^ { x } a ^ { y } = a ^ { x + y }
200923-1553-111,\int \cos V d \lambda _ { A }
formulaire002-equation071,\frac { 9 } { 5 }
200923-1553-303,i + \frac { F } { g }
MfrDB1714,\int \limits _ { 0 } ^ { 1 } \int \limits _ { 0 } ^ { 1 } x ^ { 2 } y ^ { 2 } d x d y
KME2G3_20_sub_81,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
formulaire030-equation043,a ^ { 2 } + a b + b ^ { 2 }
formulaire031-equation042,X _ { i j }
formulaire012-equation026,x ^ { 2 } = r
formulaire026-equation064,e ^ { t } X _ { t }
2009210-947-167,- \sum h + x 8 . 8
formulaire023-equation034,\lim _ { x \rightarrow - \infty } \frac { f ( x ) } { x } = \pm \infty
formulaire009-equation021,a + b
MfrDB3083,\sqrt [ n ] { \frac { n + 1 } { ( n - 1 ) ^ { 2 } } }
formulaire037-equation031,\frac { 2 \pi } { 4 5 }
formulaire021-equation007,1 - \frac { t } { 1 0 0 }
formulaire023-equation058,\pi ( \sqrt { n } )
200926-1617-70,[ A + H ]
formulaire005-equation019,\frac { h } { 3 } ( f _ { 0 } + 4 f _ { 1 } + f _ { 2 } )
formulaire032-equation041,r = x - y ^ { n }
formulaire038-equation031,a ^ { n - 1 }
200926-131-174,\sqrt { h }
2009213-137-140,[ - l ]
MfrDB1845,a _ { n } = a _ { 1 } + ( n - 1 ) d
formulaire008-equation031,f ( a b ^ { - 1 } - c d ^ { - 1 } ) = 0
MfrDB1563,a _ { n } = a _ { 1 } \cdot q ^ { n - 1 }
200923-1553-32,a x ^ { 4 } + b x + c = 0
200923-1254-142,y
formulaire005-equation006,e ^ { X } e ^ { Y }
MfrDB1748,| \sin z | = \sqrt { 1 - \cos ^ { 2 } z }
MfrDB2857,3 a ^ { 2 } b ^ { 3 } + 5 a ^ { 3 } b ^ { 2 } - \frac { a ^ { 5 } b ^ { 8 } } { 2 }
formulaire034-equation006,\frac { a } { b } = c
formulaire033-equation030,( 1 2 2 - 1 0 3 + 1 4 1 - 3 3 ) \times ( ( 2 2 \times 9 2 ) - ( 6 5 - 1 1 3 ) ) \leq 2 6 3 1 4 4
2009220-1327-6,\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )
65_user0,x = r \cos \theta
200922-947-122,\gamma
200922-949-118,\frac { - g - Y } { u j }
200922-947-232,\int ( x ) d T
KME2G3_10_sub_26,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
MfrDB0041,\sin ^ { 2 } x + \cos ^ { 2 } x = 1
200923-1254-124,\sqrt { y }
95_leo,b = c \sin B = c \cos A
formulaire012-equation012,"\phi _ { 1 , 2 }"
2009212-1031-139,\cdots - \sum j
MfrDB1275,\int \limits _ { a } ^ { a } f ( x ) d x = 0
130_rosario,\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 }
MfrDB1538,a _ { 1 } + a _ { 2 }
MfrDB0896,1 + 2
200926-1617-112,- m < [ \int j d B ]
200923-1253-208,9 6 V
200923-1254-156,f
MfrDB1958,\int \limits _ { 0 } ^ { R } \frac { 2 x d x } { 1 + x ^ { 2 } } = \log ( 1 + R ^ { 2 } )
200923-1556-35,9 . 5
MfrDB2919,( x + 1 ) ^ { n + 1 } = ( x + 1 ) ( x + 1 ) ^ { n }
MfrDB2254,a ^ { 2 } + b ^ { 2 } = c ^ { 2 }
200924-1331-145,P
formulaire009-equation023,2 x ^ { 3 } + ( 1 - \sqrt { 1 3 } ) x ^ { 2 } - 2 x - 3 + \sqrt { 1 3 }
formulaire018-equation012,u a + v b = 1
200923-1556-1,\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
MfrDB2871,\sum _ { n = 0 } ^ { \infty } f _ { n } ( x )
formulaire017-equation031,d x + e y + f = 0
formulaire033-equation072,3 ^ { n } = 3 m o d n
MfrDB0822,C ^ { 2 } = M / E
MfrDB2082,x ^ { y } - y ^ { x }
94_david,\frac { a } { \sin A } = \frac { b } { \sin B } = \frac { c } { \sin C }
200926-1550-8,\int \frac { \sin ( x ) + 1 } { \sqrt { \cos ^ { 3 } ( x ) + \tan ( x ) } } d x
200926-1550-70,[ Y ]
200923-1251-193,\frac { L + L } { z - M }
200924-1331-234,\sqrt { v - q }
formulaire004-equation022,u _ { 1 } = 2
200923-1553-266,\lambda
MfrDB1256,s _ { n } = \sum _ { k = 1 } ^ { n } a _ { k }
formulaire034-equation027,"r = 0 , 4 + 0 , 3 \times 2 ^ { n - 1 }"
124_user0,\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x }
formulaire012-equation020,1 7 9 - 1 6 9 - 9 6 + 1 5 1 \geq 6 4
MfrDB2650,\sin ( x ) = 2 0 z
200923-1254-208,\frac { y } { q }
2009213-137-51,t
MfrDB0555,2 + 2 = 4
KME2G3_1_sub_95,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
MfrDB1729,E = E _ { k } + E _ { p }
200926-131-131,h
200924-1331-136,S
formulaire009-equation000,1 5 7 \times ( 5 0 \times ( 8 9 \times 1 8 ) ) = 1 2 5 7 5 7 0 0
formulaire016-equation066,a = \frac { c \sin \alpha } { \sin ( \alpha + \beta ) }
MfrDB1901,\frac { 5 x - 7 } { 3 } \leq 2 x + 5
formulaire037-equation009,v _ { 1 } v _ { 2 } \ldots v _ { n }
MfrDB0533,2 + 2
2009213-139-139,\sigma
formulaire023-equation073,f _ { 1 } + f _ { 2 }
200923-1254-340,d
200923-1254-347,\log g
formulaire034-equation022,( u v ^ { 2 } b - u v w c ) = 0
200923-1253-42,\frac { 1 } { 3 } \pi r ^ { 2 } h
200923-1254-145,X - Y
200924-1331-58,b
91_leo,\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }
formulaire035-equation052,n o n ( \phi )
2009212-952-99,[ V ]
MfrDB3067,\sqrt [ n ] { \frac { n + 1 } { ( n - 1 ) ^ { 2 } } }
formulaire012-equation047,\frac { f _ { n } ( u ) + f _ { n } ( v ) } { 2 }
200924-1312-1,\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
200923-1556-190,0
91_caue,\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }
2009213-137-121,\sqrt { \cdots + i _ { z } }
MfrDB1995,\sqrt { \frac { 1 } { n } \sum _ { k = 1 } ^ { n } ( a _ { k } ) ^ { 2 } } \geq \frac { 1 } { n } \sum _ { k = 1 } ^ { n } a _ { k }
200923-1553-61,k ^ { 3 } + 1 4 k ^ { 2 } - 1 3 2 k + 1 7 8 9
formulaire027-equation019,"( x , y , z )"
90_Fabricio,y = r \sin \theta
formulaire036-equation048,\sum _ { i = 1 } ^ { 5 } d _ { i } ^ { 2 } = 2 4
MfrDB0686,2 + 3 = 5
formulaire030-equation042,u _ { n } = u _ { 1 } + ( n - 1 ) r
formulaire025-equation036,\sqrt { a ^ { 2 } }
formulaire032-equation047,u _ { 1 } = 3
formulaire022-equation006,n = 1
MfrDB1883,\lim _ { n \rightarrow \infty } | x _ { n + 1 } - x _ { n } |
200923-1253-114,\sqrt { o } ^ { \frac { L } { c } } ( G )
formulaire028-equation027,\frac { p } { q }
200923-1553-231,T z
92_Frank,y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }
formulaire037-equation034,\beta = \frac { u } { c }
MfrDB1728,\frac { T _ { 1 } ^ { 2 } } { T _ { 2 } ^ { 2 } } = \frac { a _ { 1 } ^ { 3 } } { a _ { 2 } ^ { 3 } }
formulaire015-equation013,2 ^ { n } \times 2 ^ { n }
200923-131-180,\sum u
formulaire008-equation029,x = e ^ { u }
116_edwin,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
2009213-137-247,9 7 5
formulaire014-equation067,\sum _ { k = 0 } ^ { m - 1 } k ^ { n } = 0 ^ { n } + 1 ^ { n } + 2 ^ { n } + \ldots + ( m - 1 ) ^ { n }
200923-1253-71,3 S
formulaire023-equation049,u _ { n + 1 } = \sqrt { u _ { n } v _ { n } }
200922-947-48,\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 }
formulaire031-equation073,\alpha = \sqrt { 2 }
MfrDB1822,x ^ { y } - y ^ { x }
MfrDB2865,\lim _ { x \rightarrow c } f ( x ) = f ( c )
formulaire018-equation060,( ( 9 5 - 8 6 ) \times 3 5 ) \times 1 9 7 \neq - 3 7 8 7 9
200923-131-167,g
formulaire019-equation029,"g ( u , v ) = u + v"
formulaire018-equation044,\int _ { 0 } ^ { \infty } d x x ^ { n }
formulaire004-equation064,"e _ { ( x + y , z ) } - e _ { ( x , z ) } - e _ { ( y , z ) }"
formulaire016-equation043,f ( x ) \leq g ( x )
200923-1251-166,- y < s ( A )
200922-947-6,\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )
formulaire039-equation028,\pm \sqrt { - 1 }
MfrDB2020,t g 2 x = \frac { 2 \cdot t g x } { 1 - t g ^ { 2 } x }
200925-1126-108,\int 6 d f
formulaire022-equation051,\sqrt { x d }
formulaire004-equation019,e ^ { i m x } - e ^ { - i m x } = 2 i \sin ( m x )
200922-949-168,\sigma = 6
MfrDB3073,\frac { 3 x + y } { z } = ( \frac { A - 1 } { x ^ { 2 } + y ^ { 2 } } )
formulaire001-equation010,1 5 1 \pm 1 4 3 \div 9 7
MfrDB1499,\lim _ { n \rightarrow \infty } | x _ { n + 1 } - x _ { n } |
130_leo,\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 }
90_user0,y = r \sin \theta
formulaire031-equation023,\frac { a b } { 2 }
MfrDB1439,1 2 3 4 + 5 6 7 8 > 9 0
200923-1253-28,\sqrt { \Delta }
formulaire034-equation038,x ^ { 2 } - 6 x + 5 + 9 - 5 = 9 - 5
formulaire006-equation006,3 ^ { n + 1 } + 2
200923-1253-122,\sqrt { H }
200924-1312-151,2
200923-1251-79,\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }
200922-949-243,8
200923-1254-302,t
200922-949-12,\int _ { 0 } ^ { \pi } \cos ( \frac { \theta } { 2 } ) d \theta
MfrDB0033,1 + 2
200926-1617-77,( m ) ^ { l - f } ( - V )
MfrDB0596,y = x ^ { 2 } - 3
MfrDB0119,1 ^ { 2 } + 3
formulaire036-equation036,s _ { d e b }
200923-1556-131,\sqrt { L }
formulaire022-equation019,"( \pi _ { 1 } , \ldots , \pi _ { g } )"
200923-131-142,\alpha
formulaire020-equation044,x _ { i } ^ { j } = 1
110_carlos,\frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
89_herbert,x ^ { \prime } = x \cos \theta + y \sin \theta
formulaire033-equation028,a _ { y } = 0
200923-1251-75,- k
MfrDB0215,x + 2 = 3
formulaire037-equation047,\pm \sum _ { i = 0 } ^ { + \infty } ( - 1 ) ^ { i } a _ { i }
formulaire013-equation020,6 2 \pm 1 0 0 + ( 3 \times ( 0 + 4 0 ) )
MfrDB3071,v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
KME2G3_6_sub_65,[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }
2009213-139-1,\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
formulaire007-equation063,s ^ { - 1 }
formulaire002-equation073,k _ { n } = 1
200923-1253-21,i z u
KME2G3_14_sub_30,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
KME2G3_5_sub_22,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
formulaire014-equation029,\frac { 3 1 } { 5 0 } = \frac { t } { 1 0 0 }
200922-947-105,\frac { - \sqrt { \cdots + A _ { a } } } { Y - [ a ] }
formulaire004-equation012,q \rightarrow 0
formulaire016-equation004,1 + \frac { h ^ { 2 } } { r ^ { 2 } } = \frac { 1 } { \sin ^ { 2 } \alpha }
200922-949-180,a
MfrDB1595,\frac { T _ { 1 } ^ { 2 } } { T _ { 2 } ^ { 2 } } = \frac { a _ { 1 } ^ { 3 } } { a _ { 2 } ^ { 3 } }
formulaire011-equation062,"\pm w ( r , t )"
formulaire019-equation057,1 + \frac { t } { 1 0 0 }
200922-1017-62,( \sin ( x ) ^ { 2 } + 3 \cos ( x ) ^ { 2 } ) ^ { 4 }
formulaire016-equation068,y = a x + b
200923-1254-334,\Delta
formulaire012-equation063,f ( z )
formulaire008-equation018,1 0 ^ { n } - k
formulaire026-equation034,c _ { i } \neq c _ { j }
200923-1251-42,\frac { 1 } { 3 } \pi r ^ { 2 } h
200922-949-211,q ^ { h + c }
formulaire016-equation067,y = v \sin ( u )
MfrDB1285,v = v _ { 0 } t - g t ^ { 2 }
formulaire024-equation008,f ( x ) = x ^ { 2 }
MfrDB2858,\frac { 3 x + y } { z } = ( \frac { A - 1 } { x ^ { 2 } + y ^ { 2 } } )
82_bruno,q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }
101_herbert,S = ( \sum _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }
formulaire017-equation017,\alpha _ { i k _ { i } } u ^ { k _ { i } } ( x _ { i } )
2009213-137-171,v
200925-1126-27,1 \sum x
formulaire013-equation052,\cos ( \beta ) = \sin ( \alpha )
200923-131-141,t F L
90_miguel,y = r \sin \theta
formulaire010-equation054,"( j , k )"
200923-1253-37,1 3 + \pi r ^ { 2 }
MfrDB3028,\lim _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0
formulaire027-equation046,1 8 = 2 ^ { 1 } 3 ^ { 2 }
formulaire017-equation047,"( q _ { k } , p _ { k } )"
MfrDB3011,"h ( x , y ) = x ^ { y + \frac { 1 } { y } }"
formulaire012-equation043,2 ^ { 2 } + 3 ^ { 2 } + 4 ^ { 2 }
200924-1331-169,\sqrt { i } ^ { T }
formulaire016-equation057,2 \pi x y = t
KME2G3_23_sub_96,[ b ^ { x } \{ ( \frac { a } { b } ) ^ { x } + 1 \} ] ^ { \frac { 1 } { x } }
formulaire039-equation030,2 9 \div ( ( 1 6 3 \div 1 4 6 ) \div 1 0 4 ) \leq 2 7 0 1
200925-1126-194,5 . 9
MfrDB2275,1 2 3 4 + 5 6 7 8 > 9 0
105_david,\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } }
formulaire001-equation007,"( n , 0 )"
200923-1254-16,- \int t d l
MfrDB0518,h ^ { 2 } = a ^ { 2 } + b ^ { 2 }
MfrDB1740,"F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1"
KME2G3_8_sub_81,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
200925-1126-28,- G
2009212-952-33,\mu
65_herbert,x = r \cos \theta
formulaire039-equation056,2 \pi f
formulaire008-equation039,"d _ { i , j }"
200922-947-208,\sin ^ { r } \pi
formulaire025-equation074,\beta _ { m i n }
KME2G3_9_sub_95,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
formulaire017-equation052,u _ { n } = 3 u _ { n - 2 } - u _ { n - 3 }
129_carlos,1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }
formulaire007-equation067,"h = \frac { 1 } { 2 } \times 9 , 8 1 \times 0 , 5 ^ { 2 }"
65_mijail,x = r \cos \theta
formulaire011-equation073,f ( 0 ) = 0
formulaire037-equation023,f ( x ) = \sqrt { x } - 1
200926-131-191,- 0
2009213-139-244,\sqrt { A }
2009210-947-70,X
formulaire018-equation002,"\forall x \in X , ( \alpha f ) ( x ) = \alpha f ( x )"
formulaire005-equation008,2 ^ { 3 } + 1 6 ^ { 3 } = 9 ^ { 3 } + 1 5 ^ { 3 } = 4 1 0 4
200926-131-59,1
2009212-952-19,x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
formulaire006-equation040,1 7 2 - 1 1 1 - 5 5 - 1 8 7 \neq - 8 3
200923-131-328,\int \alpha d \Delta
MfrDB0732,y = x + 1
124_maira,\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x }
200923-131-325,m
formulaire033-equation004,( \frac { 1 } { b _ { n } } \sum _ { k = 0 } ^ { n } b _ { k } u _ { k } )
200923-1253-181,\sum \mu
2009212-1031-96,Y - \sum e
KME2G3_5_sub_74,\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
MfrDB2155,\sin x = \sin ( x - 2 \pi k )
2009212-952-1,\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
formulaire010-equation048,X _ { 1 } = 5
200922-1017-93,6
MfrDB1476,\int \limits _ { a } ^ { b } f ( x ) d x = F ( b ) - F ( a )
MfrDB0914,E = m c ^ { 2 }
formulaire016-equation017,\phi _ { p } ( x ) = p \phi ( p x )
200923-1254-146,x > X q
formulaire010-equation001,a _ { 0 } = 2
105_leissi,\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } }
200922-947-47,p _ { x }
formulaire019-equation065,( 5 8 / 8 8 ) \times 1 9 0 \neq - 1 0 5
formulaire005-equation021,\frac { \beta } { \alpha - 1 }
MfrDB3036,\lim _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0
200924-1312-177,F - \tan c
formulaire021-equation036,\sum x _ { i } = 1
200926-1617-42,\frac { 1 } { 3 } \pi r ^ { 2 } h
106_carlos,y ^ { 4 } + y + 1 = 0
MfrDB0683,y = m x + b
MfrDB1306,\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y )
2009210-947-230,\sum _ { H = s } ^ { n } 4 5
MfrDB0755,E = m c ^ { 2 }
2009210-947-159,e j
formulaire005-equation043,2 ^ { n ( n - 1 ) }
formulaire037-equation042,v _ { 1 4 }
2009213-139-119,i
200923-1254-238,\sum M
200923-1556-250,C = s ^ { i }
200924-1331-216,1
KME2G3_11_sub_38,\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
200923-1556-196,r
MfrDB1481,\int \limits _ { 0 } ^ { 1 } \int \limits _ { 0 } ^ { 1 } x ^ { 2 } y ^ { 2 } d x d y
formulaire024-equation070,5 7 + 1 1 7 \geq 1 7 3
formulaire026-equation004,p ^ { 2 } + 6 p + 5 = 0
MfrDB0026,\frac { A ^ { 2 } - B ^ { 3 } + C ^ { 4 } } { \int \limits _ { 0 } ^ { \infty } ( A + B + C ) d x }
2009212-952-47,7 . 1
MfrDB0534,2 + 2 = x
MfrDB0866,x = 1 3
200922-1017-32,a x ^ { 4 } + b x + c = 0
KME2G3_29_sub_22,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
90_edwin,y = r \sin \theta
200922-947-139,s - b = 5
formulaire015-equation072,"( p , p + 2 , p + 4 )"
2009213-137-3,\int _ { n } ^ { \alpha } Y d k
93_caue,r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 0 } r _ { 1 } \sin ( \theta _ { 1 } - \theta _ { 0 } )
KME2G3_19_sub_95,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
formulaire035-equation056,\frac { \sin n } { n }
200923-1254-250,3 3
79_daniel,p = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos A }
MfrDB1494,\frac { T _ { 1 } ^ { 2 } } { T _ { 2 } ^ { 2 } } = \frac { a _ { 1 } ^ { 3 } } { a _ { 2 } ^ { 3 } }
200926-1550-135,Y \sum B
200922-949-82,\sqrt { \alpha }
200923-1254-56,2 \alpha + 3 \sqrt { \beta }
200925-1126-37,1 3 + \pi r ^ { 2 }
200923-1553-183,o
formulaire003-equation062,a p _ { 0 } + b q _ { 0 } = 1
formulaire002-equation065,1 4 \times 8 7 \neq - 1 9 6
MfrDB1885,\lim _ { n \rightarrow \infty } \frac { n ^ { 2 } + 3 n } { 2 n ^ { 2 } + 1 } = \frac { 1 } { 2 }
KME2G3_18_sub_22,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
200923-1553-44,\sin ( \frac { \pi } { 4 } ) = \frac { 1 } { \sqrt { 2 } }
MfrDB2862,"h ( x , y ) = x ^ { y + \frac { 1 } { y } }"
formulaire020-equation003,\frac { 3 } { 7 }
formulaire037-equation018,\frac { 1 } { 4 }
formulaire022-equation016,\frac { 4 } { 3 } \pi a b c
200922-1017-85,\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } }
200923-1556-223,x B
200923-1254-168,u
200923-1556-73,a ^ { b ^ { c ^ { d } } }
MfrDB2013,\sqrt { a } = 2 ^ { - n } \sqrt { 4 ^ { n } a }
formulaire018-equation051,a _ { n } ( x )
2009210-947-123,t S
200924-1331-126,\alpha ^ { h } \theta C
200922-947-58,\sqrt { y } ^ { ( 0 . 0 ) }
200924-1312-60,\frac { \beta + \gamma } { \theta }
formulaire032-equation050,1 1 3 + ( 7 5 \div ( 1 2 1 \times 5 1 ) ) \geq 1 1 2
formulaire033-equation041,1 0 ^ { 1 9 }
MfrDB1697,\sqrt [ 3 ] { \frac { z ^ { 3 } + 2 } { \sqrt { z } + 1 } }
96_mijail,y = a S ( t ) = a \int _ { 0 } ^ { t } \sin ( \frac { 1 } { 2 } \pi s ^ { 2 } ) d s
118_caue,P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }
formulaire005-equation071,c = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos \gamma }
200926-1617-81,- M + a ^ { C + o }
formulaire004-equation074,a = b ^ { \frac { q ^ { d } - 1 } { 2 } }
200923-1254-224,- T - T - M
200923-1556-209,\sum [ [ Y ] ]
81_Nina,A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } }
MfrDB1839,v _ { p } = \sqrt { \frac { 2 k M _ { z } } { R _ { z } + h } } = \sqrt { 2 } v _ { k }
MfrDB1324,\sqrt { x y z } = \sqrt { x } \sqrt { y } \sqrt { z }
formulaire030-equation044,\frac { a \sqrt { 5 } } { 2 } h = \frac { a } { 2 } a
formulaire039-equation046,f ( x ) = \frac { x ^ { 2 } + 3 x - 4 } { 2 x ^ { 2 } - x - 1 }
2009220-1327-7,\sum _ { m } f ( m + 3 )
formulaire002-equation057,d _ { q 2 } ^ { 2 } + d _ { 2 3 } ^ { 2 } + d _ { 3 4 } ^ { 2 }
MfrDB3024,"g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }"
formulaire009-equation053,\frac { 1 } { x ^ { 3 } } - \frac { 1 } { x ^ { 4 } } = \frac { 1 } { x ^ { 4 } } \times ( x - 1 )
formulaire039-equation019,a _ { 1 } a _ { 2 } = a _ { 3 }
formulaire026-equation070,1 2 9 + 1 3 6 = 2 6 5
